~~~~~~~
./properties_to_tsv/global_views.tsv
#AcceptedNameCollObjs_desc=Collection objects that are determined to be the accepted taxon name of the taxon names matching the search string
OtherSynsCollObjs_desc	Collection objects with determined Taxon and its synonyms	Объект Коллекции с идентифицированными таксонами и их синонимами
CurrCollObject_desc	Collection objects with Taxon for current Determinations	Объект Коллекции с Таксоном для текущих идентификаций
AgentFromAgentVariant_desc	Agents and Variants	Агенты и Варианты
Agent_desc	Agent	Агенты и Варианты
LocalityAlias_desc	Localities with Aliases	Местонахождения с Другими названиями
CEToCO_desc	Collection Objects related to Collecting Event	Объекты Коллекции связанный с Событием Сбора
LocToCO_desc	Collection Objects related to Locality	Объекты Коллекции связанные с Местонахождением
Acc2ATT_desc	Accession Attachments	Приложения к Поступлению
Agt2ATT_desc	Agent Attachments	Приложения к Агенту
Co2ATT_desc	Collection Attachments	Приложения к Коллекции
CoEv2ATT_desc	Collecting Event Attachments	Приложения к Событию Сбора
ConD2ATT_desc	Conservator Description Attachments	Приложения к Описанию Консерватора
ConE2ATT_desc	Conservator Event Attachments	Приложения к Событию Консервации
DNA2ATT_desc	DNA Sequence Attachments	Приложения к ДНК сиквенсу
Fbk2ATT_desc	Field Notebook Attachments	Приложения к Полевым записям
FbkPG2ATT_desc	Field Notebook Page Attachments	Приложения к Странице полевой записи
FbkPGS2ATT_desc	Field Notebook Page Set Attachments	Приложения к Серии полевых записей
Loc2ATT_desc	Locality Attachments	Приложения к Местонахождению
Per2ATT_desc	Permit Attachments	Приложения к Разрешению
Prep2ATT_desc	Preparation Attachments	Приложения к Препаратам
Rep2ATT_desc	Repository Agreement Attachments	Приложения к Соглашению
Tax2ATT_desc	Taxon Attachments	Приложения к Таксону
AccessionToCO_desc	Collection Objects associated with Accessions	Объекты Коллекции, связанные с Поступлениями
AccessionToAgent_desc	Agents associated with Accessions	Агенты, связанные с Поступлениями
BorrowToAgent_desc	Agents associated with Borrows	Агенты, связанные с Заемом
AppraisalToAgent_desc	Agents associated with Appraisals	Агенты, связанные с Оценкой
GeoTimePeriodToCO_desc	Collection Objects associated with Chronostratigraphy	Объекты Коллекции, связанные с Хроностратиграфией
CollEventToCollectors_desc	Collectors for CollectingEvents	Коллекторы События Сбора
CollTripCollEvent_desc	Collecting Events for Collecting Trips	События сбора для Экспедиций
AgentExchangeIn_desc	Agents for incoming Exchanges	Агенты для Внутренних Обменов
AgentExchangeOut_desc	Agents for outgoing Exchanges	Агенты для Внешних Обменов
GeographyCE_desc	Collecting Events within Geography	События Сбора внутри Географии
GeographyCO_desc	Collection Objects collected within Geography	Объекты Коллекции собранные внутри Географии
GiftCO_desc	Collection Objects contained in Gifts	Объекты Коллекции содержащиеся в Дарах
GiftAgent_desc	Agents associated with Gifts	Агенты связанные с Дарами
LoanCO_desc	Collection Objects contained in Loan	Объекты Коллекции содержащиеся в Заемах
LoanAgent_desc	Agents associated with Loans	Агенты связанные с Заемами
LithoStratToCO_desc	Collection Objects associated with Lithostratigraphy	Объекты Коллекции связанные с Литостратиграфией
PermitToCO_desc	Collection Objects with associated Permits	Объекты Коллекции с соответствующими Разрешениями
PermitIssuedToAgent_desc	Agents to whom Permits were issued	Агенты которым были выданы Разрешения
PermitIssuedByAgent_desc	Agents who issued Permits	Агенты которые выдали Разрешения
ProjectCO_desc	Collection Objects associated with Projects	Объекты Коллекции связанные с Проектами
ProjectAgent_desc	Agents associated with Projects	Агенты связанные с Проектами
RepoAgreeAgent_desc	Agents associated with Repository Agreements	Агента связанные с Соглашением о Хранении
StorageCO_desc	Collection Objects with Storage locations	Объекты коллекции с местами Хранения
TaxCollObject_desc	Collection Objects determined to Taxa	Объекты Коллекции идентифицированные до Таксонов
ColObjToContainer_desc	Collection Objects that have Containers	Объекты Коллекции имеющие Контейнеры
ContainerToKids_desc	The Container's Collection Object children	Дочерние элементы Контейнера Объектов Коллекции
ContainerToContainerKids_desc	The Container's container children	Дочерние элементы Контейнера Контейнера
ExchangeInCO_desc	Collection Objects contained in Exchange In	Объекты Коллекции входящие во Внутренний Обмен
ExchangeOutCO_desc	 Collection Objects contained in Exchange Out	Объекты Коллекции входящие во Внешний Обмен

~~~~~~~
./properties_to_tsv/resources.tsv
Field Name	en	ru
#################################
# Really common GUI terms
#################################
SPECIFY_VERSION	6.8.00	6.8.00

APPVER_MISMATCH	The installed version is '%s' and doesn't match the internal version of '%s'.\nThis can be resolved by doing a new full install.	Установленная версия '%s' и не соответствует внутренней версии '%s'.\n Это можно решить, выполнив новую полную установку.
true	Yes	Да
false	No	Нет
NO	No	Нет
YES	Yes	Да
ALL	All	Все
NA	N/A	N/A
FILE	File	Файл
ABOUT	About	Подробнее
EDIT	Edit	Редактировать
SAVE	Save	Сохранить
CANCEL	Cancel	Отмена
ENABLE	Enable	Включить
Enable	Enable	Включить
DISCARD	Discard	Отменить
EXIT	Exit	Выход
FIND	Find	Найти
SEARCH	Search	Поиск
FINDNEXT	Find Next	Найти Следующий
BROWSE	Browse...	Пролистать...
NEXT	Next	Далее
SKIP	Skip	Пропустить
BACK	Back	Назад
OK	OK	OK
APPLY	Apply	Применить
CLOSE	Close	Закрыть
COPY	Copy	Копировать
HELP	Help	Справка
SELECTALL	Select All	Выбрать Все
DeselectAll	Deselect All	Убрать Все выделения
DESELECTALL	Deselect All	Убрать Все выделения
WARNING	Warning	Предупреждение
HINT	Hint	Подсказка
Delete	Delete	Удалить
DELETE	Delete	Удалить
DELETE_MNEU	D	?
Open	Open	Открыть
OPEN	Open	Открыть
EMail	Email	Email
EMAIL	Email	Email
Login	Login	Вход
LOGIN	Login	Вход
ACCEPT	Accept	Принять
DONE	Done	Готово
QUIT	Quit	Выйти
DISMISS	Dismiss	Отклонить
Continue	Continue	Продолжить
CONTINUE	Continue	Продолжить
Stop	Stop	Стоп
IMAGES	Images	Картинки
CACHE	Cache	Кэш
Query	Query	Запрос
BATCHEDIT	BatchEdit	Пакетное Редактирование
QUERIES	Saved Queries	Сохраненные Запросы
NONE	None	Ничего
ADD	Add	Добавить
REMOVE	Remove	Убрать
LOADING	Loading...	Загрузка...
AND	and	и
RESTRICTED	Restricted	Ограниченный
APP_EXIT	The application will now exit.	Приложение будет закрыто.
SCHEMA_UP_OK	The Specify database schema (structure) has been updated.\nAll computers accessing the Specify database must be updated to this release version.	Схема базы данных (структура) Specify была обновлена.\nВсе компьютеры, подключенные к базе данных Specify, должны быть обновлены до текущей версии.
APPVER_UP_OK	Specify software on this computer has been updated to release %s.\nAll computers accessing the Specify database must be updated to this release version.	Specify на этом компьютере был обновлен до версии %s.\nВсе компьютеры, подключенные к базе данных Specify, должны быть обновлены до текущей версии.
Title	Title	Заголовок
Subtitle	Subtitle	Подзаголовок
Footer	Footer	Нижний колонтитул
DELETING	Deleting	Удаление
INITIALIZING	Initializing...	Запуск...
PRINT	Print	Печать
SUMMARY	Summary	Отчет
Clear	Clear	Очистить
Process	Process	Процесс
NO_INTERNET	Specify was unable to connect to the Internet.\nThe Internet may not be available.	Specify не удалось установить соединение. n\Проверьте соединение с Интернет.
UPDATING_FOR_RELEASE	Updating database for release...	Обновление базы данных до версии...

SPECIFY_HELP	Specify Help	Справка Specify

EZDB_FIRSTTIME	Welcome to Specify EZDB.\nYou must first run the Specify Wizard and create a database.	Добро пожаловать в Specify EZDB.\nЗапустите Specify Wizard и создайте базу данных.
MOBILE_INFO	Important!	Важно!
MOBILE_INTRO	<html><p>This Specify Mobile WorkBench is designed to be installed on, and run from, a USB flash drive.</p><p>It keeps the primary copy of your WorkBench data on the USB drive and a hidden backup copy on the host computer's disk drive.</p><p>If you are using a USB drive, unplugging it from the host computer before the WorkBench is shutdown will destroy your data.</p><p>DO NOT UNPLUG A USB DRIVE BEFORE THE SPECIFY WORKBENCH (OR COMPUTER) IS SHUTDOWN NORMALLY.</p><p>The Mobile WorkBench will pop-up a window at shutdown indicating that it is safe to unplug your USB flash drive from the computer.</p>	<html><p>Модуль Specify Мобильный Импорт Данных предназначен для установки и запуска с флэш-накопителя USB .</p><p>Он сохраняет основную копию данных из Импорт Данных на USB-накопителе и скрытую резервную копию на жестком диске компьютера.</p><p>Если вы используете USB-накопитель, отключение его от компьютера до выхода из Импорт Данных уничтожит ваши данные.</p><p>НЕ ОТКЛЮЧАЙТЕ USB-ДИСК ПЕРЕД ВЫХОДОМ ИЗ SPECIFY ИМПОРТ ДАННЫХ (ИЛИ ПОЛНОГО ВЫКЛЮЧЕНИЯ КОМПЬЮТЕРА).</p><p>Мобильный Импорт Данных при выключении отобразит сообщение о безопасном отключении USB-накопителя от компьютера.</p>
MOBILE_SHUTTING_DOWN	Shutting down...	Выключение...
MOBILE_FINI	If you are using the Specify Mobile Workbench on a USB flash drive, it is now safe to unplug the drive from the computer.	Если вы используете Specify Мобильный Импорт Данных на флэш-накопителе USB, теперь можно безопасно отключить диск от компьютера.

CHSE_VIDEO	Choose a Video	Выберите Видео
CHSE_VIDEO_TT	Watch a Video	Смотреть Видео

# Remove as in remove from a list without deleting the object from the database
Remove	Remove	Удалить

CHANGE_COLLECTION	Change Collection	Изменить Коллекцию

#Scriplet
SCRPLT_MON_LEN	%d months	%d месяцев
SCRPLT_1_MON_LEN	%d month	%d месяц
SCRPLT_NO_COLTRS	No Collectors	Нет Коллекторов
SCRPLT_N	N	С
SCRPLT_S	S	Ю
SCRPLT_E	E	В
SCRPLT_W	W	З

# Used by LengthInputVerifier
UI_NEWDATA_TOO_LONG	The data in the field '%s' exceeds %d characters.	Поле '%s' превышает %d символов.

# Data Menu
DATA_FIRST	First	Первый
DATA_PREVIOUS	Previous	Предыдущий
DATA_NEXT	Next	Далее
DATA_LAST	Last	Прошлый
SAVE_AND_NEW	Save And New	Сохранить И Создать
SAVE_AND_NEW_BTN	Save/New	Сохранить/Создать
RS_NUM_LBL	Go to Record	Перейти к Записи
RS_JUMP_TITLE	Jump to Record	Перейти к Записи

# Build Sample Database
BSD.TOOMANYLOCALES	There should only be one locale in the import file.	В файле импорта должна быть только одна локаль.

#################################
# UI Controls
#################################
TFWQ_ADD_LABEL	Add...	Добавить...
TFWQ_CHOOSE_TITLE	Choose an Item	Выберите Элемент
TFWQ_CHOOSE_LABEL	Choose item or add a new one	Выберите элемент или добавьте новый
TFWQ_SEARCHES_FLDS	Searches: %s	Поиск: %s
TFWQ_InvalidEntry	Invalid Entry: '%s'	Неверный Ввод: '%s'
CHOOSE_FILE	Choose a File	Выберите Файл

# These are used in the Determination Status Form for describing the
# different Type of Determination

ViewFactory.FORM_FIELD_HIDDEN	The field '%s' (%s) is hidden in the schema and shouldn't be used on the Form '%s'.	Поле '%s' (%s) скрыто в схеме и не должно использоваться в Форме '%s'.
ViewFactory.FORM_REL_HIDDEN	The relationship '%s' (%s) is hidden in the schema and shouldn't be used on the Form '%s'.	Отношение '%s' (%s) скрыто в схеме и не должно использоваться в Форме '%s'.
ViewFactory.CURR_DATE	Insert Current Date	Вставить Текущую Дату
ViewFactory.CLEAR	Clear	Очистить

# edu.ku.brc.specify.ui.DBObjDialogFactory
TREE_LOCKED_ERR_FRM	Specify could not lock the form for this tree.\n If no one else is using the tree you should try again,\n or unlock the tree from the 'Trees' task.	Specify не удалось заблокировать форму для этого дерева.\n Если дерево больше не используется, попробуйте еще раз,\n или разблокируйте дерево из меню 'Деревья'.
TREE_LOCKED_ERR	Specify could not lock the tree.\n If no one else is using the tree you should try again,\n or unlock the tree from the 'Trees' task.	Specify не удалось заблокировать дерево.\n Если дерево больше не используется, попробуйте еще раз,\n или разблокируйте дерево из меню 'Деревья'.
DBObjDialogFactory.ERR_UNLOCKING_FORM	There was an error unlocking the form.\nYou may need to unlock the associated tree, if there is one.	Произошла ошибка при разблокировке формы.\nПопробуйте разблокировать связанное дерево.
DBObjSearchPanel.ASTERISK_HINT	<html><i>(You may wish to place an '*' before or after the word(s), for a wild card search.)	<html><i>(Вы можете поставить '*' перед или после слова (слов) для поиска по шаблону.)
DBObjSearchPanel.RESULTS	Search Results	Результаты Поиска
SETTING_GUIDS	Setting GUIDs	Присвоение GUID

SpecifyGUIDGeneratorFactory.ERR_AUTH	GUID Authority is empty.\nThis is set in the Institution.	GUID не заполнен. \nНастройки в параметрах Учреждения.
SpecifyGUIDGeneratorFactory.ERR_INCD	Institution Code is empty.\nThis is set in the Institution.	Код Учреждения не заполнен. \nНастройки в параметрах Учреждения.
SpecifyGUIDGeneratorFactory.ERR_CLCD	Collection Code is empty.\nThis is set in the Collection.	Код Коллекции не заполнен. \nНастройки в параметрах Коллекции.
SpecifyGUIDGeneratorFactory.UPDATING_GUIDS	Updating GUIDs...	Обновление GUID...

# FixDBAfterLogin
FDBAL_PERMFIXED	Permissions Fixed	Разрешения Исправлены
FDBAL_PERMFIXEDDESC	<HTML>The following users have had their permissions<br>reset to the defaults for their user type:	<HTML>Следующие пользователи получили права доступа<br>к значениям по умолчанию для их пользовательского уровня:

# Unhandled Exceptions Dialog
UnhandledExceptionTitle	An Error Has Occurred - Please Help Us Fix It!	Произошла ошибка - пожалуйста, помогите нам ее исправить!
UNHDL_EXCP	<html><font face="sans-serif">Something unexpected just happened. Contact technical support if this problem continues. <BR>If you have a moment, please tell us briefly what you were doing when this window appeared, then click on the 'Send to Specify' button.<BR><BR>Thank you for your collaboration.</font>	"<html><font face=""sans-serif"">В программе возникла неожиданная ошибка. Обратитесь в службу технической поддержки, если ошибка продолжает возникать.<br>По возможности опишите кратко ваши действия в момент появления ошибки, а затем нажмите кнопку 'Отправить в Specify'.<br><br>Спасибо за сотрудничество.</font>"
UNHDL_EXCP_COPY	Copy To Clipboard	Скопировать в Буфер обмена
UNHDL_EXCP_STK	Stack Trace	Stack Trace
UNHDL_EXCP_CMM	Comments	Комментарии
UNHDL_EXCP_SEND	Send To Specify	Отправить в Specify

#################################
# Toolbar /  Tasks
#################################
Taxon	Taxon	Таксон
WorkBench	Workbench	Импорт Данных
Workbench	Workbench	Импорт Данных
workbench_hint	Create and edit a WorkBench Data Set	Создание и редактирование Набора Данных в Импорте Данных
Data_Entry	Data	Данные
dataentry_hint	Enter and update your collections	Введите и обновите свои коллекции
Taxon_Tree	Taxonomy Tree	Дерево Таксономии
tree_hint	View/edit the Trees	Просмотр/редактирование Деревьев
Labels	Labels	Этикетки
labels_hint	Create and Print Labels	Создание и Печать этикеток
Reports	Reports	Отчеты
reports_hint	Create and Print Reports	Создание и Печать отчетов
REPORT_TT	Print Report	Печать Отчета
REFRESH_REPORT_TT	Check for new reports and labels.	Проверьте наличие новых отчетов и этикеток.
IMPORT_REPORT_TT	Import reports designed outside of Specify.	Импорт отчетов, подготовленных в других программах.
RefreshReports	Refresh	Обновление
ImportReport	Import	Импорт
LABEL_TT	Print Label	Печать Этикетки
Interactions	Interactions	Транзакции
interactions_hint	Create, Edit Loans, Gifts, and Exchanges	Создание и редактирование займов, даров и обменов
search_hint	Search for any data in the collection	Поиск любых данных в коллекции
Statistics	Statistics	Статистика
stats_hint	Display statistics for the collection	Показать статистику для коллекции
SystemSetup	Configuration	Конфигурация
LocalityMapper	Locality Mapper	Картирование Местонахождений
CollectionObject	Collection Object	Объект Коллекции
Export	Export	Экспорт
Import	Import	Импорт
export_hint	Export a Record Set to an external app or file	Экспорт Набора Записей во внешнее приложение или файл
StatsTracker	Statistics Tracker	Отслеживание Статистики
ATTACHMENTS	Attachments	Приложения

# Trees
GeoTimePeriodTree	Chronostratigraphy Tree	Дерево Хроностратиграфии
LithoStratTree	Lithostratigraphy Tree	Дерево Литостратиграфии
StorageTree	Storage Tree	Дерево Хранения
TaxonTree	Taxon Tree	Дерево Таксономии
GeographyTree	Geography Tree	Дерево Географии

TASK.SHRTDESC.Geography	Geography Tree Editor	Редактор Дерева Географии
TASK.SHRTDESC.GeologicTimePeriod	Chronostratigraphy Tree Editor	Редактор Дерева Хроностратиграфии
TASK.SHRTDESC.LithoStrat	Lithostratigraphy Tree Editor	Редактор Дерева Литостратиграфии
TASK.SHRTDESC.Storage	Storage Tree Editor	Редактор Дерева Хранения
TASK.SHRTDESC.Taxon	Taxonomic Tree Editor	Редактор Дерева Таксономии

TASK.SHRTDESC.GeographyTreeDef	Geography Tree Definition Editor	Редактор Определений Дерева Географии
TASK.SHRTDESC.GeologicTimePeriodTreeDef	Chronostratigraphy Tree Definition Editor	Редактор Определений Дерева Хроностратиграфии
TASK.SHRTDESC.LithoStratTreeDef	Lithostratigraphy Tree Definition Editor	Редактор Определений Дерева Литостратиграфии
TASK.SHRTDESC.StorageTreeDef	Storage Tree Def Editor	Редактор Определений Дерева Хранения
TASK.SHRTDESC.TaxonTreeDef	Taxonomic Tree Definition Editor	Редактор Определений Дерева Таксономии

TASK.UNLOCK.Geography	Unlock Geography Tree	Разблокировать Дерево Географии
TASK.UNLOCK.GeologicTimePeriod	Unlock Chronostratigraphy Tree	Разблокировать Дерево Хроностратиграфии
TASK.UNLOCK.LithoStrat	Unlock Lithostratigraphy Tree	Разблокировать Дерево Литостратиграфии
TASK.UNLOCK.Storage	Unlock Storage Tree	Разблокировать Дерево Хранения
TASK.UNLOCK.Taxon	Unlock Taxonomic Tree	Разблокировать Дерево Таксономии

TASK.BROWSE.Geography	Browse Geography Tree	Обзор Дерева Географии
TASK.BROWSE.GeologicTimePeriod	Browse Chronostratigraphy Tree	Обзор Дерева Хроностратиграфии
TASK.BROWSE.LithoStrat	Browse Lithostratigraphy Tree	Обзор Дерева Литостратиграфии
TASK.BROWSE.Storage	Browse Storage Tree	Обзор Дерева Хранения
TASK.BROWSE.Taxon	Browse Taxonomic Tree	Обзор Дерева Таксономии

Record_Set	Record Sets	Наборы Записей

NoneAvail	None Available	Нет в наличии

loadingattachment	Loading Attachment	Загрузка Приложений
noattachment	Attachment Not Found	Приложение не найдено
nothumbnail	Thumbnail Not Found	Миниатюра не найдена

# Plugin Task
Plugins	Plugins	Плагины
PluginsTask.PLUGIN_MENU	Plugins	Плагины
PluginsTask.PLUGIN_MNEU	l	l
PluginsTask.PLUGIN_DESC	Plugins	Плагины


# Data Entry Task
DET_MISC_FORMS	More Forms	Больше Форм
DET_CHOOSE_TITLE	Choose a Form	Выберите Форму
DET_CHOOSE_TT	Choose a form to open for editing	Выбрать и открыть форму для редактирования
DET_MOVE_TO_STD_TT	Move Form to Side Bar list	Переместить Форму в список Боковой Панели
DET_MOVE_TO_MISC_TT	Move Form to 'More Forms' list	Переместить форму в список 'Больше форм'
DET_STANDARD	Side Bar List	Список Боковой Панели
DET_CONFIGURE_VIEWS	Configure Forms	Настроить Формы
DET_AVAIL_VIEWS	Available Forms	Доступные Формы
DET_DROP_BUNDLE	Drop a Record Set here.	Перетащите сюда Набор Записей.
DET_DEV_NONE_AVAIL	There are no additional forms available.	Нет доступных дополнительных форм.
