stats_hint	Display statistics for the collection	Показать статистику для коллекции	Показать статистику для коллекции	
SystemSetup	Configuration	Конфигурация	Конфигурация	
LocalityMapper	Locality Mapper	Картограф местности	Картирование Местонахождений	
CollectionObject	Collection Object	Коллекционный объект	Объект Коллекции	
Export	Export	Експорт	Экспорт	
Import	Import	Импорт	Импорт	
export_hint	Export a Record Set to an external app or file	Экспорт набора записей во внешнее приложение или файл	Экспорт Набора Записей во внешнее приложение или файл	
StatsTracker	Statistics Tracker	Отслеживание статистики	Отслеживание Статистики	
ATTACHMENTS	Attachments	Вложения	Приложения	
				
# Trees				
GeoTimePeriodTree	Chronostratigraphy Tree	Дерево хроностратиграфии	Дерево Хроностратиграфии	
LithoStratTree	Lithostratigraphy Tree	Дерево литостратиграфии	Дерево Литостратиграфии	
StorageTree	Storage Tree	Дерево хранения	Дерево Хранения	
TaxonTree	Taxon Tree	Дерево Таксона	Дерево Таксономии	
GeographyTree	Geography Tree	География Дерева	Дерево Географии	
				
TASK.SHRTDESC.Geography	Geography Tree Editor	Редактор дерева географии	Редактор Дерева Географии	
TASK.SHRTDESC.GeologicTimePeriod	Chronostratigraphy Tree Editor	Редактор дерева хроностратиграфии	Редактор Дерева Хроностратиграфии	
TASK.SHRTDESC.LithoStrat	Lithostratigraphy Tree Editor	Редактор литостратиграфического дерева	Редактор Дерева Литостратиграфии	
TASK.SHRTDESC.Storage	Storage Tree Editor	Редактор хранилища	Редактор Дерева Хранения	
TASK.SHRTDESC.Taxon	Taxonomic Tree Editor	Редактор таксономического дерева	Редактор Дерева Таксономии	
				
TASK.SHRTDESC.GeographyTreeDef	Geography Tree Definition Editor	Редактор определения дерева географии	Редактор Определений Дерева Географии	
TASK.SHRTDESC.GeologicTimePeriodTreeDef	Chronostratigraphy Tree Definition Editor	Редактор определения дерева хроностратиграфии	Редактор Определений Дерева Хроностратиграфии	
TASK.SHRTDESC.LithoStratTreeDef	Lithostratigraphy Tree Definition Editor	Редактор определения дерева литостратиграфии	Редактор Определений Дерева Литостратиграфии	
TASK.SHRTDESC.StorageTreeDef	Storage Tree Def Editor	Редактор определения дерева хранения	Редактор Определений Дерева Хранения	
TASK.SHRTDESC.TaxonTreeDef	Taxonomic Tree Definition Editor	Редактор определения таксономического дерева	Редактор Определений Дерева Таксономии	
				
TASK.UNLOCK.Geography	Unlock Geography Tree	Разблокировать дерево географии	Разблокировать Дерево Географии	
TASK.UNLOCK.GeologicTimePeriod	Unlock Chronostratigraphy Tree	Разблокировать дерево хроностратиграфии	Разблокировать Дерево Хроностратиграфии	
TASK.UNLOCK.LithoStrat	Unlock Lithostratigraphy Tree	Разблокировать дерево литостратиграфии	Разблокировать Дерево Литостратиграфии	
TASK.UNLOCK.Storage	Unlock Storage Tree	Разблокировать дерево хранения	Разблокировать Дерево Хранения	
TASK.UNLOCK.Taxon	Unlock Taxonomic Tree	Разблокировать таксономическое дерево	Разблокировать Дерево Таксономии	
				
TASK.BROWSE.Geography	Browse Geography Tree	Обзор дерева географии	Обзор Дерева Географии	
TASK.BROWSE.GeologicTimePeriod	Browse Chronostratigraphy Tree	Обзор дерева хроностратиграфии	Обзор Дерева Хроностратиграфии	
TASK.BROWSE.LithoStrat	Browse Lithostratigraphy Tree	Обзор дерева литостратиграфии	Обзор Дерева Литостратиграфии	
TASK.BROWSE.Storage	Browse Storage Tree	Просмотр дерева хранения	Обзор Дерева Хранения	
TASK.BROWSE.Taxon	Browse Taxonomic Tree	Обзор таксономического дерева	Обзор Дерева Таксономии	
				
Record_Set	Record Sets	Наборы записей	Наборы Записей	
				
NoneAvail	None Available	Нет в наличии	Нет в наличии	
				
loadingattachment	Loading Attachment	Загрузка прикрепление	Загрузка Приложений	
noattachment	Attachment Not Found	Прикрепление не найдено	Приложение не найдено	
nothumbnail	Thumbnail Not Found	Миниатюра не найдена	Миниатюра не найдена	
				
# Plugin Task				
Plugins	Plugins	Плагины	Плагины	
PluginsTask.PLUGIN_MENU	Plugins	Плагины	Плагины	
PluginsTask.PLUGIN_MNEU	l	l	l	
PluginsTask.PLUGIN_DESC	Plugins	Плагины	Плагины	
				
				
# Data Entry Task				
DET_MISC_FORMS	More Forms	Больше форм	Больше Форм	
DET_CHOOSE_TITLE	Choose a Form	Выберите форму	Выберите Форму	
DET_CHOOSE_TT	Choose a form to open for editing	Выберите форму, чтобы открыть для редактирования	Выбрать и открыть форму для редактирования	
DET_MOVE_TO_STD_TT	Move Form to Side Bar list	Переместить форму в список боковой панели	Переместить Форму в список Боковой Панели	
DET_MOVE_TO_MISC_TT	Move Form to 'More Forms' list	Переместить форму в список 'Больше форм'	Переместить форму в список 'Больше форм'	
DET_STANDARD	Side Bar List	Список боковой панели	Список Боковой Панели	
DET_CONFIGURE_VIEWS	Configure Forms	Настроить формы	Настроить Формы	
DET_AVAIL_VIEWS	Available Forms	Доступные формы	Доступные Формы	
DET_DROP_BUNDLE	Drop a Record Set here.	Перетащите набор записей сюда.	Перетащите сюда Набор Записей.	
DET_DEV_NONE_AVAIL	There are no additional forms available.	Нет доступных дополнительных форм.	Нет доступных дополнительных форм.	
DET_DEV_NONE_AVAIL_TITLE	No Forms	Нет форм	Нет Форм	
DET_OPEN_VIEW	Open %s Form	Открыть форму %s	Открыть форму %s	
DET_NO_ADD_PERM	You do not have permission to add data with this form,\nbut you can still view data of this type.	У вас нет разрешения на добавление данных с помощью этой формы,\nно вы все равно можете просматривать данные этого типа	У вас нет разрешения на добавление данных в этой форме,\nно вы можете просматривать данные.	
DET_NO_MOD_PERM	You do not have permission to modify %s records.	У вас нет разрешения на изменение записей %s.	У вас нет разрешения на изменение %s записей.	
DET_NOLBL_CO	You can't print the '%s' label without at least one Determination and one Preparation.	Вы не можете распечатать этикетку  '%s' без хотя бы одного определения и одной подготовки.	Вы не можете распечатать этикетку  '%s' без Идентификаций и Препаратов.	
DET_BTCH_REIDENT_MENU	Batch Identify	Пакетная идентификация	Пакетная Идентификация	
DET_BTCH_REIDENT_MNEU	B	B	B	
DET_BTCH_REIDENT_DESC	Batch identify one or more collection objects	Пакетная идентификация одного или нескольких объектов коллекции	Пакетное определение одного или нескольких объектов коллекции.	
DET_BTCH_.ErrActionTitle	Batch Identification Error	Ошибка идентификации партии	Ошибка Пакетной Идентификации	
DET_BTCH_.ErrActionMsg	An error has occurred. Do you want to continue the batch?	Произошла ошибка. Вы хотите продолжить партию?	Произошла ошибка. Хотите продолжить редактирование пакета?	
DET_BTCH_.ErrRSSaved	Errors occurred during the batch operation. Records that were not identified are stored in the Record Set '%s'.	Ошибки возникли во время пакетной операции. Записи, которые не были идентифицированы, хранятся в RecordSet '%s'.	Во время пакетной операции возникли ошибки. Записи, которые не были переименованы, хранятся в Наборе Данных '%s'.	
DET_BTCH_.ErrRSNameBase	IdentErrors	IdentErrors	Ошибки идентификации	
DET_BTCH_.Success	All records were identified to the specified taxon.	Все записи были идентифицированы по указанному таксону.	Все записи были идентифицированы по указанному таксону.	
DET_BTCH_.RE_IDEE	Identify	Идентифицировать	Идентифицировать	
DET_BTCH_.SELECT_SPECIMENS	Select Specimens	Выберите образцы	Выбор Образцов	
				
				
Attachments	Attachments	Вложения	Приложения	
				
# Lifemapper Task				
Lifemapper	Lifemapper	Lifemapper	Lifemapper	
LIFEMAP_TITLE	Life Mapper Occurrence Searching	Поиск вхождения в Life Mapper	Поиск Находок в Lifemapper	
LifeMapperTask.PROCESSING	Accessing Lifemapper Web Services...	Доступ к веб-службам Lifemapper...	Доступ к Веб-Службам Lifemapper...	
LifeMapperTask.PROC_ERR	Specify was unable to connect to Lifemapper services.  Please try again.	Specify не удалось подключиться к сервисам Lifemapper.  Пожалуйста, попробуйте еще раз.	Specify не удалось подключиться к сервисам Lifemapper.  Пожалуйста, попробуйте еще раз.	
				
LM_SEARCH	Search	Поиск	Поиск	
LM_SRCH_COL	Species Name	Название вида	Название Вида	
LM_WRLD_OVRVW	World Overview of Lifemapper/GBIF Occurrence Results	Мировой обзор результатов появления Lifemapper / GBIF	Глобальный обзор в Lifemapper / GBIF	
LM_INTRACT_VW	Interactive View of Results	Интерактивный просмотр результатов	Интерактивный Просмотр Результатов	
LM_SEARCH_SPECIFY	Searching Specify...	Поиск в Specify...	Поиск в Specify...	
LM_NO_LOCAL_DATA	No results were found in this collection.	В этой коллекции результатов не найдено.	В этой коллекции результатов не найдено.	
LM_NO_LM_DATA	No results were found in Lifemapper.	Не найдено результатов в Lifemapper.	Не найдено результатов в Lifemapper.	
LM_TOO_BROAD	The search was too broad, please enter more characters.	Поиск был слишком широким, пожалуйста, введите больше символов.	Поиск был слишком широким, пожалуйста, введите больше символов.	
				
LM_MYDATA_TITLE	Search My Data	Поиск в моих данных	Поиск в Моих Данных	
LM_SRCH_SP_DATA	Show My Data	Показать мои данные	Показать Мои Данные	
LM_INCL_LIDS	Include Below Species	Включить ниже видов	Включить Виды Ниже	
LM_MYDATA_FND	%d - %s found.	%d - %s найден.	%d - %s найден.	
				
# LifeMapper URLs				
LM_URL_FMT	http://svc.lifemapper.org/api/v2/ogc?%s&request=GetMap&service=WMS&version=1.1.0&bbox=%s&srs=epsg:4326&format=image/png&width=%d&height=%d&styles=&color=ff0000	http://svc.lifemapper.org/api/v2/ogc?%s&request=GetMap&service=WMS&version=1.1.0&bbox=%s&srs=epsg:4326&format=image/png&width=%d&height=%d&styles=&color=ff0000	http://svc.lifemapper.org/api/v2/ogc?%s&request=GetMap&service=WMS&version=1.1.0&bbox=%s&srs=epsg:4326&format=image/png&width=%d&height=%d&styles=&color=ff0000	
LM_BG_URL	http://svc.lifemapper.org/api/v2/ogc?LAYERS=bmnglowres&MAP=anc_nasalocal.map&SERVICE=WMS&VERSION=1.0.0&FORMAT=image%2Fgif&REQUEST=GetMap&STYLES=&EXCEPTIONS=application%2Fvnd.ogc.se_inimage&SRS=EPSG%3A4326&BBOX=-180,-90,180,90&	http://svc.lifemapper.org/api/v2/ogc?LAYERS=bmnglowres&MAP=anc_nasalocal.map&SERVICE=WMS&VERSION=1.0.0&FORMAT=image%2Fgif&REQUEST=GetMap&STYLES=&EXCEPTIONS=application%2Fvnd.ogc.se_inimage&SRS=EPSG%3A4326&BBOX=-180,-90,180,90&	http://svc.lifemapper.org/api/v2/ogc?LAYERS=bmnglowres&MAP=anc_nasalocal.map&SERVICE=WMS&VERSION=1.0.0&FORMAT=image%2Fgif&REQUEST=GetMap&STYLES=&EXCEPTIONS=application%2Fvnd.ogc.se_inimage&SRS=EPSG%3A4326&BBOX=-180,-90,180,90&	
LM_BBOX_STR	-180.0,-90.0,180.0,90.0	-180.0,-90.0,180.0,90.0	-180.0,-90.0,180.0,90.0	
				
				
# Generic TaskItemConfig Dialog				
TCGD_MOVE_UP	Move Item Up	Переместить элемент вверх	Переместить Элемент Вверх	
TCGD_MOVE_DOWN	Move Item Down	Переместить элемент вниз	Переместить Элемент Вниз	
				
CONFIG_CARRY_FORWARD_TITLE	Configure Carry Forward	Настроить перенос данных	Настроить Автоперенос Данных	
CONFIG_CARRY_FORWARD_MENU	Configure Carry Forward...	Настроить перенос данных...	Настройка Автопереноса Данных...	
CARRY_FORWARD_CHECKED_MENU	Carry Forward	Продолжить	Продолжить	
FormViewObj.SET_AUTONUMBER_ONOFF	Auto Numbering	Авто нумерация	Авто Нумерация	
FormViewObj.UNOTES	Usage Notes	Примечания по использованию	Примечания	
FormViewObj.NO_CF_OBJ	There is no object to use for Carry Forward until the next save.	Нет объекта, который можно использовать для переноса до следующего сохранения.	Нет объекта, который можно использовать для Автопереноса.	
FormViewObj.MISSING_DB_PERMS	The Specify 'master' user must have 'INSERT, UPDATE, DELETE and LOCK TABLES' permissions.\nPlease check the database access permissions.	Specify пользователь 'master' должнен иметь разрешения 'INSERT, UPDATE, DELETE и LOCK TABLES'.\nПожалуйста, проверьте права доступа к базе данных.	Specify-пользователь уровня 'master' должнен иметь разрешения 'INSERT, UPDATE, DELETE и LOCK TABLES'.\nПожалуйста, проверьте права доступа к базе данных.	
				
MV_INCOMPLETE_DATA_TITLE	Incomplete Data	Неполные данные	Неполные Данные	
MV_INCOMPLETE_DATA_NEW	The record is new and incomplete and will be removed.	Запись является новым и неполным и будет удаленым.	Новая запись не заполнена и будет удалена.	
